keyword,title,abstract,publication_date,first_author_display_name,last_author_display_name,institution_display_name,institution_country_code,relevant,justification,year
manufacturing,Optical Assessment of Soft Contact Lens Edge-Thickness,"ABSTRACT Purpose To assess the edge shape of soft contact lenses using Gabor-Domain Optical Coherence Microscopy (GD-OCM) with a 2-μm imaging resolution in three dimensions and to generate edge-thickness profiles at different distances from the edge tip of soft contact lenses. Methods A high-speed custom-designed GD-OCM system was used to produce 3D images of the edge of an experimental soft contact lens (Bausch + Lomb, Rochester, NY) in four different configurations: in air, submerged into water, submerged into saline with contrast agent, and placed onto the cornea of a porcine eyeball. An algorithm to compute the edge-thickness was developed and applied to cross-sectional images. The proposed algorithm includes the accurate detection of the interfaces between the lens and the environment, and the correction of the refraction error. Results The sharply defined edge tip of a soft contact lens was visualized in 3D. Results showed precise thickness measurement of the contact lens edge profile. Fifty cross-sectional image frames for each configuration were used to test the robustness of the algorithm in evaluating the edge-thickness at any distance from the edge tip. The precision of the measurements was less than 0.2 μm. Conclusions The results confirmed the ability of GD-OCM to provide high-definition images of soft contact lens edges. As a nondestructive, precise, and fast metrology tool for soft contact lens measurement, the integration of GD-OCM in the design and manufacturing of contact lenses will be beneficial for further improvement in edge design and quality control. In the clinical perspective, the in vivo evaluation of the lens fitted onto the cornea will advance our understanding of how the edge interacts with the ocular surface. The latter will provide insights into the impact of long-term use of contact lenses on the visual performance.",2016-05-27,Patrice Tankam,Jungeun Won,,,yes,"Yes, the paper is relevant. It focuses on the optical assessment of soft contact lenses, utilizing advanced imaging techniques that can contribute to the manufacturing and quality control processes of soft contact lenses, aligning well with the company's research objectives.",2016
manufacturing,Poly(2-Hydroxyethyl Methacrylate) Hydrogels for Contact Lens Applications–A Review,"The emerging technology in biomedical engineering requires biocompatible materials, which are also referred to as biomaterials. For a material to be considered biocompatible, it should not interact with human tissues in a harmful way, and vice versa. Various properties of biocompatible materials, such as mechanical and optical properties, have to be considered for different biomedical applications. One of the most popular applications of biomaterials is for contact lenses. Hydrogels, specifically poly(2-hydroxyethyl methacrylate) (PHEMA) hydrogels, are among the most popular ones in ophthalmologic applications, especially in soft contact lenses. This paper reviews the use of PHEMA hydrogels as one of the important biomaterials. The possible applications, properties, and manufacturing process of PHEMA hydrogels, especially in contact lens applications, are addressed. Many studies have shown that PHEMA hydrogels possess many advantages in contact lens applications and have promising development prospects.",2021-09-29,Kushendarsyah Saptaji,Nurlaely Rohmatul,Sampoerna University,ID,yes,"Yes, the paper is relevant. It specifically addresses the use of poly(2-hydroxyethyl methacrylate) hydrogels in contact lens applications, discussing their properties and manufacturing processes, which aligns directly with the company's research objective focused on soft contact lenses and manufacturing methods.",2021
manufacturing,Alternaria and Paecilomyces Keratitis Associated With Soft Contact Lens Wear,"To report a series of 5 patients with soft contact lens (SCL) related fungal keratitis caused by unusual organisms diagnosed at the Wills Eye Institute, Cornea Service in 2008.Chart review of patients with SCL related Alternaria and Paecilomyces keratitis diagnosed in 2008 was performed. Causes of these fungal infections were compared to previous years.During a period from 1999 to 2007, among 64 patients with fungal keratitis, Alternaria was isolated from one case after corneal foreign body removal in 2004, and Paecilomyces was not isolated in any of these patients. In 2008, however, 5 patients with SCL-related atypical fungal keratitis were diagnosed. Alternaria was isolated from 2 cases and Paecilomyces from 3 cases. All patients wore Acuvue SCL (Johnson & Johnson Vision Care): Acuvue Oasys, Acuvue Advance, and Acuvue 2 (1 case each) and Acuvue unspecified (2 cases). A total of 2 patients with Alternaria and 1 patient with Paecilomyces used ReNu or a generic-brand solution manufactured by Bausch & Lomb; 2 with Paecilomyces keratitis used Opti-free Replenish solution. A total of 3 patients wore lenses for daily wear and 2 wore them occasionally for overnight wear. The patients were treated with either voriconazole drops alone or combined with voriconazole 200 mg pills or Natamycin 5% drops. Three patients responded well to treatment. One patient with Paecilomyces keratitis developed a corneal perforation managed with tissue adhesive. One Paecilomyces keratitis patient required an emergency penetrating keratoplasty because of a perforated corneal ulcer present at the initial examination.We report 2 cases of Alternaria and 3 cases of Paecilomyces keratitis in patients wearing frequent replacement lenses and using multipurpose solutions diagnosed during 2008. We want to raise awareness of fungal keratitis caused by unusual organisms associated with SCL wear.",2010-03-24,Elvin Yıldız,Haresh Ailani,Ministry of Health,TR,yes,"Yes, the paper is relevant. It reports on fungal keratitis cases associated with soft contact lens wear, specifically highlighting unusual organisms like Alternaria and Paecilomyces, which aligns with the company's focus on soft contact lenses and the potential implications of manufacturing processes related to mold.",2010
manufacturing,A metrological constant force stylus profiler,"A second-generation constant force profiler is described combining a capacitance based stylus force probe with interferometric optical metrology to monitor position of the specimen carriage. The probe has a vertical range of 15 μm with a resolution of 0.23 nm and a flat bandwidth response with a −3 dB cutoff at 228 Hz. Passing the output signal through a single pole 200 Hz low-pass filter, an overall system peak-to-peak broadband noise of less than 5 nm is observed. Manufactured primarily from inexpensive materials, the instrument demonstrates a stability of around 1 nm min−1 under controlled laboratory conditions. Using an inexpensive motor/gearbox/micrometer open-loop drive with velocity variations of up to 20%, profiles showing nanometer repeatability over 15 mm traces are demonstrated. Also shown is a profile of a soft contact lens in the hydrated state. The effect of the contact stiffness on the stylus probe/specimen interaction is illustrated by examining the dynamics of the force probe system while operating in the repulsive mode.",1994-04-01,Lowell P. Howard,Stuart T. Smith,University of North Carolina at Charlotte,US,yes,"Yes, the paper is relevant. It discusses a profiler system that can measure soft contact lenses' properties, which aligns with the company's focus on soft contact lenses and manufacturing techniques. The detailed analysis of the interaction between the stylus probe and the specimen, particularly in the hydrated state, is pertinent to the objective.",1994
manufacturing,Controlled induction of spherical aberration with custom soft contact lenses,"This study investigated the non-invasive induction of spherical aberration (SA) levels consistent with complication-free wavefront-guided (WFG) refractive surgery using custom WFG soft contact lenses and quantified the resulting impact on visual performance.Twelve healthy individuals of typical military age (mean of 26.08 +/- 1.92 years) meeting the inclusion criteria of emmetropia (less than +/- 0.50 DS and less than +/- 0.50 DC) as measured by subjective refraction served as subjects. Five plano lenses were manufactured to induce a range of SA typical of those encountered after refractive surgery. The measured SA values over a 6 mm artificial pupil in these five lenses were -0.224 microm, 0.074 microm, 0.214 microm, 0.495 microm and 0.621 microm. For each subject, the level of total ocular aberrations through 10 Zernike radial orders over a 6 mm pupil was measured with a custom Shack-Hartmann wavefront sensor, while wearing each lens. Visual performance was evaluated using high contrast visual acuity (HCVA) measured through a 6 mm artificial pupil.Custom WFG soft contact lenses can be manufactured to include the range of SA that occurs with complication-free refractive surgery (-0.20 microm to +0.60 microm) and produces a change in SA within a similar range when worn on the eye. High contrast visual performance with these lenses varied, depending on the amount of SA in each lens. Visual performance worsened with greater amounts of positive or negative SA and a quadratic fit to the data peaked at +0.209 microm.Defined levels of SA can be manufactured and induced (non-invasively) with WFG soft contact lenses and their effect on logMAR high contrast visual performance can be measured. Results show that subjects' best logMAR HCVA occurs with the presence of positive residual SA. When designing the actual test lens, the targeted change in aberrations for each subject will likely be better achieved by first measuring the aberrations of a template lens on the eye and then compensating for unique subject dependent eye-lens interactions.",2009-04-01,Katrina E. Parker,Jason D. Marsack,University of Houston,US,yes,"Yes, the paper is relevant. It discusses the manufacturing of custom wavefront-guided soft contact lenses designed to induce spherical aberration, which aligns with the company's focus on soft contact lens manufacturing and related processes.",2009
manufacturing,Measured and Laboratory-Stated Parameters of Hydrophilic Contact Lenses,"One hundred thirty-one new hydrophilic lenses made by 3 manufacturers were randomly selected from an optometry clinic for measurement and inspection. Approximately 60% of the basecurve specifications fell within the following ranges for the measured dimensions: Bausch & Lomb Soflens® contact lenses, <0.150 mm; Milton Roy Naturvue® lenses, <0.375 mm; Soft Lens Inc. Hydrocurve®, <0.225 mm. More than 65% of the lenses supplied by all the manufactures were within 0.25 D of the power specification. About two-thirds or more of all lenses had a central thickness and overall diameter within 0.04 mm and 0.40 mm, respectively, of the manufacturers' specifications, although there were notable differences among manufacturers. Most of these new lenses exhibited surface scratches and other surface defects, and many lenses had edge defects.",1977-12-01,Joseph T. Barr,Gerald E. Lowther,College of Optometrists,GB,yes,"Yes, the paper is relevant. It evaluates the manufacturing quality of hydrophilic contact lenses, focusing on parameters such as base curve specifications and defects, which aligns with the company's interest in manufacturing processes related to soft contact lenses.",1977
manufacturing,Contact Lens Prescribing Pattern in Korean During 2010 to 2013,"목적: 본 연구는 최근 4년간 대한민국의 안경원에서 판매된 콘택트렌즈를 조사하여 처방되는 추세를 알아보고자 하였다. 방법: 매년 100개의 설문지를 무작위로 전국 안경원에 우편 발송하였다. 각 설문지의 작성은 안경원에서 설문지를 받은 후에 판매된 처음 10건의 콘택트렌즈에 대한 정보를 기재하도록 하였고, 우편이나 이메일로 반송하도록 요청하였다. 결과: 총 400개의 설문지 중에 209개의 설문지가 반송되었고, 훼손이 없고 분석에 적합한 처방건수가 1937건이었다. 콘택트렌즈를 처방 받은 고객들의 평균 나이는 2010년에는 <TEX>$26.2{\pm}7.0$</TEX>세, 2011년에는 <TEX>$26.1{\pm}7.6$</TEX>세, 2012년에는 <TEX>$24.7{\pm}.6$</TEX>세, 2013년에는 <TEX>$24.8{\pm}7.2$</TEX>세로 나타났으며, 착용자의 대부분은 여성이었다(75%). 소프트콘택트 렌즈 중에서 실리콘 하이드로겔 렌즈의 비율은 평균 18%를 차지하였고, 디자인별로 분류했을 때, 토릭렌즈의 비율은 평균 17%였으며, 이 비율은 4년간 꾸준히 증가하였다(2010년:10%, 2011년:18%, 2012년:16%, 2013년:22%). 미용렌즈는 29%의 비율을 나타내었다. 일회용 렌즈의 비율은 29%이고, 3~6개월 교체용이 가장 많은 40%로 조사되었다. 결론: 콘택트렌즈 착용자의 대부분이 여성이었으며, 평균나이는 4년간 적은 비율로 차츰 감소하였다. 나이가 어린 여성 착용자가 증가한 것은 미용렌즈의 처방이 갈수록 증가한 것과 연관된다. 또한 미용렌즈의 처방 비율(29%)은 전세계의 미용렌즈 처방 평균(7%)보다 훨씬 높게 나타났다. 이러한 미용렌즈의 성장은 한국의 미용관련 시장의 상승세와 관련 있는 것으로 생각된다. Purpose: To understand the pattern of prescribing contact lenses in Korea from 2010 to 2013. Methods: Four hundred survey questionnaires were randomly posted to Korean Optometric clinics for 4 years. The questionnaire was the same form as a form used for International Contact Lens Prescribing Trend. It was also designed to collect information about the contact lenses prescribed to the first 10 patients after its receipt. Results: 1937 fits were used for the analysis among the four hundred survey questionnaires. The average patient age was <TEX>$26.2{\pm}7.0$</TEX> in 2010, <TEX>$26.1{\pm}7.6$</TEX> in 2011, <TEX>$24.7{\pm}6.6$</TEX> in 2012 and <TEX>$24.8{\pm}7.2$</TEX> in 2013. The patients were mainly women (75%). Of all the soft contact lenses, silicon hydrogel lenses were 18% of fits (17% in 2010, 10% in 2011, 20% in 2012, 24% in 2013). By degine, the percentage of toric design lenses accounted for 17% of soft lenses fits and had increased during 4 years (10% in 2010, 18% in 2011, 16% in 2012, 22% in 2013), and cosmetic contact lens made up for 29% (15% in 2010, 20% in 2011, 40% in 2012, 41% in 2013). Conclusions: The contact lenses wearers were mostly women and the average patient age becomes slightly younger. In relation to the increase in the mumber of younger female contact lens wearers,the percentage of cosmetic lenses prescription was much higher (29%) than the global average (7%), and it has gradually increased for last 4 years. This trend could be related to the growth of beauty market in Korea. By emphasizing on toric lens marketing in manufactures, the prescription rate has been gradually increased.",2014-09-30,Jong-Ha Lee,Ki-Seok Lee,,,yes,"Yes, the paper is relevant. It investigates the prescribing patterns of soft contact lenses in Korea, including specific types like silicone hydrogel and toric lenses, which aligns with the company's focus on soft contact lens manufacturing and related topics.",2014
mold,A Biphasic Model for Micro-Indentation of a Hydrogel-Based Contact Lens,"The stiffness and hydraulic permeability of soft contact lenses may influence its clinical performance, e.g., on-eye movement, fitting, and wettability, and may be related to the occurrence of complications; e.g., lesions. It is therefore important to determine these properties in the design of comfortable contact lenses. Micro-indentation provides a nondestructive means of measuring mechanical properties of soft, hydrated contact lenses. However, certain geometrical and material considerations must be taken into account when analyzing output force-displacement (F-D) data. Rather than solely having a solid response, mechanical behavior of hydrogel contact lenses can be described as the coupled interaction between fluid transport through pores and solid matrix deformation. In addition, indentation of thin membranes ( approximately 100 microm) requires special consideration of boundary conditions at lens surfaces and at the indenter contact region. In this study, a biphasic finite element model was developed to simulate the micro-indentation of a hydrogel contact lens. The model accounts for a curved, thin hydrogel membrane supported on an impermeable mold. A time-varying boundary condition was implemented to model the contact interface between the impermeable spherical indenter and the lens. Parametric studies varying the indentation velocities and hydraulic permeability show F-D curves have a sensitive region outside of which the force response reaches asymptotic limits governed by either the solid matrix (slow indentation velocity, large permeability) or the fluid transport (high indentation velocity, low permeability). Using these results, biphasic properties (Young's modulus and hydraulic permeability) were estimated by fitting model results to F-D curves obtained at multiple indentation velocities (1.2 and 20 microm/s). Fitting to micro-indentation tests of Etafilcon A resulted in an estimated permeability range of 1.0 x 10(-15) to 5.0 x 10(-15) m(4)N s and Young's modulus range of 130 to 170 kPa.",2006-09-13,Xiaoming Chen,Alison C. Dunn,University of Florida,US,yes,"Yes, the paper is relevant. It investigates the mechanical properties of hydrogel-based contact lenses using a biphasic model, which aligns with the company's focus on soft contact lens manufacturing and related processes.",2006
mold,Controlled release of prednisolone acetate from molecularly imprinted hydrogel contact lenses,"Abstract The aim of this work was to study the influence of methacrylic acid (MAA) as a comonomer and the application of a molecular imprinting technique on the loading and release properties of weakly crosslinked 2‐hydroxyethyl methacrylate (HEMA) hydrogels, with a view toward their use as reloadable soft contact lenses for the administration of prednisolone acetate (PA). The hydrogels were prepared with HEMA (95.90–98.30 mol %) as a backbone monomer, ethylene glycol dimethacrylate (140 m M ) as a crosslinker, and MAA (0, 50, 100, or 200 m M ) as a functional monomer. Different PA/MAA molar ratios (0, 1 : 8, 1 : 6, and 1 : 4) in the feed composition of the hydrogels were also applied to study the influence of the molecular imprinting technique on their binding properties. The hydrogels (0.4 mm thick) were synthesized by thermal polymerization at 60°C for 24 h in a polypropylene mold. The hydrogels were then characterized by the determination of their swelling and binding properties in water. Their loading and release properties were also studied in 0.9% NaCl and artificial lachrymal fluid. Increasing the MAA content of the hydrogel and applying the molecular imprinting technique led to an increase in the loading capacity of the hydrogel. The optimized imprinted hydrogel showed the highest affinity for PA and the greatest ability to control the release process, sustaining it for 48 h. The results obtained clearly indicate that the incorporation of MAA as a comonomer increased the PA loading capacity of hydrogel. Our data showed that the molecular imprinting technique also had a significant effect on the loading and release properties of the hydrogels. © 2012 Wiley Periodicals, Inc. J Appl Polym Sci, 2012",2012-04-06,Bizhan Malaekeh‐Nikouei,Fatemeh Abbasi Ghaeni,Mashhad University of Medical Sciences,IR,yes,"Yes, the paper is relevant. It focuses on the development of molecularly imprinted hydrogels for soft contact lenses designed specifically for the controlled release of prednisolone acetate, aligning well with the company's research objective on soft contact lens manufacturing and drug delivery.",2012
mold,A concept for bifocal contact‐ or intraocular lenses: liquid single crystal hydrogels (“LSCH”),"Abstract The synthesis of liquid single crystal hydrogels (“LSCH”) in suitable molds offers an innovative concept to realize bifocal contact‐ or intraocular‐lenses. LSCH combine the properties required for applications as bifocal ophthalmic lenses: the soft and water‐containing hydrogel enables oxygen permeation and exhibits high birefringence due to the liquid crystalline phase structure built up by rigid rod‐like amphiphiles. Via a photo‐initiated crosslinking reaction of aqueous solutions of monomeric lyotropic liquid crystalline amphiphiles in the macroscopically ordered liquid crystalline state, we obtain optically uniaxially ordered and transparent LSCH. The orientation process and the phase structure of the anisotropic hydrogel is analyzed by deuterium NMR‐spectroscopy. Copyright © 2002 John Wiley &amp; Sons, Ltd.",2002-03-05,Agustín Amigó‐Melchior,Heino Finkelmann,University of Freiburg,DE,yes,"Yes, the paper is relevant. It discusses the synthesis of liquid single crystal hydrogels for bifocal lenses, which aligns with the company's focus on soft contact lenses and manufacturing processes. The innovative approach to lens design and material characterization fits well with the research objective.",2002
mold,Broad spectrum antimicrobial activity of a new multi-purpose disinfecting solution.,"There has been increasing awareness of the need for more powerful contact lens disinfectants, ideally having low toxicity and allergenicity to ocular tissue. Opti-Free Express with ALDOX Multi-Purpose Disinfecting Solution (MPDS) was recently marketed as a new multi-purpose disinfecting solution for soft contact lenses. MPDS contains two antimicrobial agents, polyquaternium-1 and myristamidopropyl dimethylamine, to broaden the range of antimicrobial activity. The purpose of this study was to evaluate the antimicrobial activity of MPDS against microorganisms that have been reported as contact lens and lens case contaminants and causative agents of microbial keratitis.MPDS was challenged with high numbers of gram-positive and gram-negative bacteria, yeast, mold, and Acanthamoeba. Several lots of product were challenged with at least three separate inocula of each isolate. After exposure to the disinfecting solution, a sample was removed from the product and plated for survivors by suitable recovery methods. The plates were incubated and the number of survivors was enumerated.The results showed that MPDS was bactericidal, fungicidal and amoebicidal against an extensive variety of environmental contaminants of lens care accessories and ocular pathogens. MPDS was capable of killing a broad spectrum of microorganisms. The log reduction exceeded the primary criteria for disinfecting products and produced a notable reduction of other clinical and environmental isolates as well.Opti-Free Express MPDS contains antimicrobial agents that can kill an extensive spectrum of many different types of microorganisms that may contaminate contact lenses and solutions.",2000-07-01,R A Rosenthal,C L McAnally,Alcon (United States),US,yes,"Yes, the paper is relevant. It discusses the antimicrobial efficacy of a new multi-purpose disinfecting solution specifically for soft contact lenses, which aligns with the company's research objective focusing on soft contact lenses and related manufacturing concerns.",2000
mold,Ideal tetrafunctional amphiphilic PEG/PDMS conetworks by a dual‐purpose extender/crosslinker. II. Characterization and properties of water‐swollen membranes,"Abstract Select characteristics and properties of a series of ideal tetrafunctional amphiphilic conetworks consisting of random poly(ethylene glycol) (PEG) and polydimethylsiloxane (PDMS) segments crosslinked by a novel dual‐purpose crosslinker/extender were determined. The overall composition of the conetworks was varied in the 16–40% PEG range, and membranes were prepared by polymerizing/crosslinking charges in molds. Membranes were characterized by equilibrium swelling (both in water and n ‐heptane) and by determining their oxygen permeabilities and select mechanical properties. Swelling in water increases, whereas in heptane it decreases with increasing PEG content. Significant swelling in both solvents indicates bicontinuous (bipercolating) PEG and PDMS phases. Bicontinuity is reached with ∼13% PEG in the conetworks. The oxygen permeabilities of optically clear water‐swollen membranes containing 24, 32, and 40 wt % PEG are ∼350, ∼245 and ∼185 barrers, respectively, i.e. , oxygen permeability decreases by increasing the hydrophilic constituent. These oxygen permeabilities are far superior to those of contemporary soft contact lenses. The tensile strengths and moduli of water‐swollen membranes decrease, while elongations increase, with increasing PEG content. Dry membranes exhibit first order transitions at −52 and ∼46 °C indicating phase‐separated crystalline PDMS and PEG domains, respectively. Both dry and water‐swollen membranes are optically clear, indicating the presence of PEG and PDMS domains with dimensions well below the wavelength of visible light. © 2005 Wiley Periodicals, Inc. J Polym Sci Part A: Polym Chem 43: 4965–4971, 2005",2005-09-12,Gábor Erdődi,Joseph P. Kennedy,University of Akron,US,yes,"Yes, the paper is relevant. It discusses the characterization of membranes made from PEG and PDMS that exhibit superior oxygen permeabilities compared to contemporary soft contact lenses, aligning with the research objective focused on soft contact lens manufacturing and associated materials.",2005
mold,Study on Injection Molding of Shell Mold for Aspheric Contact Lens Fabrication,"This study aims to propose a method to reduce the shrinkage error of shell molds in the injection molding process. The shell molds are used for casting bi-aspheric soft contact lens with HEMA material. Moldex3D R13.0 is used to simulate and analyze the shrinkage of the front contact lens curve on the front shell mold in Z-axis direction. First, the design of experiment (DOE) method is applied to obtain the optimal setting parameters (melt temperature, injection velocity, and packing pressure). Amount of the shrinkage error is used to compensate the original design curve to improve the shrinkage error in the next simulations. The simulation result after compensation shows that the shrinkage error is reduced as 80.8%. The adding value to compensate the original design curve should be optimized to minimize shrinkage error. Result of this study can effectively improve the shrinkage error before fabricating the shell molds of the soft aspheric contact lens.",2017-01-01,Chao‐Chang A. Chen,Vu Thi Lien,National Taiwan University of Science and Technology,TW,yes,"Yes, the paper is relevant. The research focuses on improving the injection molding process for shell molds used in the fabrication of bi-aspheric soft contact lenses, aligning directly with the company's interest in soft contact lens manufacturing technologies.",2017
mold,Microbial contamination of hydrophilic contact lenses. Part I: Quantitation of microbes on patient worn-and-handled lenses.,"We cultured Soflens (polymacon) contact lenses to determine the number of microorganisms present following normal patient wear and handling just prior to disinfection. Total protein deposited was determined for the companion lens from each patient. A random population of 109 adapted soft contact lens patients participated in the study. Some patients participated more than once, resulting in a total of 196 lenses being cultured and 195 lenses analyzed for total protein. The left lens was cultured immediately. The right lens was extracted at 70 degrees C in sodium hydroxide, and the total protein in the extract determined using a modified Lowry protein assay. The mean protein deposition per lens was 3.4 micrograms (median 2 micrograms per lens; range less than 1 to 78 micrograms/lens). Microorganisms were cultured from 95% of the lenses. The mean bacterial count (in colony forming units per lens) was 2,482 (median: 123; range less than 3 to 150,000). Fungal contamination was found on 11% of the lenses at very low levels (3-9 yeast/lens and 3-18 mold/lens). Statistical analysis found no significant relationship between bacterial bioburden and any of the study parameters, including total protein, lens age, or subjective evaluation of lens cleanliness.",1992-04-01,M F Mowrey-McKee,K Monnat,,,yes,"Yes, the paper is relevant. It investigates microbial contamination on soft contact lenses, specifically focusing on bacterial and fungal presence, which directly relates to the manufacturing and safety aspects of contact lenses as outlined in the company's research objective.",1992
mold,An Unusual Case of Fungal Keratitis,"Purpose. To report a case of fungal keratitis caused by Metarrhizium anisopliae, which to our knowledge is the first reported case in the United States. Method. Case report. Results. A 36-year-old female librarian who wore extended-wear soft contact lenses was seen by an ophthalmologist on September 11 for an irritated right eye, and a corneal ulcer was diagnosed. Symptoms increased by September 27, and the patient was referred to another ophthalmologist who cultured the ulcer and had scrapings examined, which were Gram-negative for microorganisms. The patient was referred to one of the authors (W.J.R.). Her exam on October 1 showed vision corrected to 20/25 OD, a 5-mm epithelial defect with a 2.5-mm anterior stromal grayish-type infiltrate, and a quiet anterior chamber; the eye did not appear to be inflamed. The patient was reexamined on October 4 and was noted to have worsening vision. Because the initial cultures remained negative, the patient underwent a corneal biopsy, Gram stain, and cultures on October 6. Scrapings at the time of the biopsy revealed septate hyphal elements, as did the biopsy specimen, and on October 7, the patient was started on a treatment of bacitracin ointment once a day and natamycin 5% every hour. The eye gradually quieted down. A mold growing from the biopsy culture, which had been sent to a reference laboratory in San Antonio, Texas, was identified as M. anisopliae var. anisopliae. The patient was subsequently fitted with a rigid gas permeable lens, which resulted in a best-corrected visual acuity of 20/20, although glare remained a major problem. Conclusion. Although not previously reported in the United States, M. anisopliae can cause a keratomycosis, and one must consider this common insect pathogen in the differential diagnosis of fungal keratitis.",2001-10-01,Binoy R. Jani,Michael G. Rinaldi,Case Western Reserve University,US,yes,"Yes, the paper is relevant. It discusses a case of fungal keratitis related to contact lens use, specifically highlighting a rare pathogen (M. anisopliae) that may pose risks for soft contact lens wearers, aligning with the company's focus on soft contact lenses and associated manufacturing concerns.",2001
mold,Moldable Crystalline α-Chitin Hydrogel with Toughness and Transparency toward Ocular Applications,"A N-acetylated chitosan hydrogel was investigated for ocular applications. One of the drawbacks in the original hydrogel protocol, poor moldability, was circumvented by optimizing the addition of the acetylating agent, acetic acid anhydride (Ac2O), at −10 °C. This simple but significant optimization realized the preparation of N-acetylated chitosan hydrogels with a wider variety of parameters such as higher chitosan concentration and molecular weight, the use of a more benign solvent (ethanol replaced methanol), and the arbitral shapes ranging from microbeads and contact lenses to bulky blocks that could be gripped. The prepared N-acetylated chitosan hydrogels exhibited high transparency and integrity given the nanofibrous network made of highly crystalline α-chitin. Furthermore, the gel retained a regenerable character: an oven-dried gel was reswollen by emersion in an acid bath. These previously unnoticed advantages and the innate high biocompatibility of chitosan and chitin elevate N-acetylated chitosan hydrogel as a next-generation bio-derived soft material for ocular applications such as contact lenses, artificial corneas, and drug delivery vehicles.",2020-03-17,Noriyuki Isobe,Mikiko Tsudome,Japan Agency for Marine-Earth Science and Technology,JP,yes,"Yes, the paper is relevant. It discusses the development of a moldable chitosan hydrogel specifically for ocular applications, highlighting its potential use in manufacturing soft contact lenses and its attributes like transparency and biocompatibility, which align with the company's research objectives.",2020
mold,Shrinkage Analysis on Convex Shellby Injection Molding,"Abstract Injection molding of a convex shell has induced divergent flow front directions and therefore the shrinkage of a convex shell is difficult to controll. In some optical applications, such as ophthalmic devices of soft contact lens, that can be cast molded with a set of two convex shells made by injection molding there is a demand in maintaining dimensional stability. This research investigates the optimization of injection molding parameters for the minimum shrinkage of a convex shell of polypropylene (PP). The MPI 5.0 software is used first to simulate the filling stage of the convex shell and find the feasible operational ranges of parameters. Experiments were performed by an electric injection machine. Short shot experiments have been tested to compare with results of mold flow simulation. Taguchi's method is then used to find the optimal parameters for the minimum shrinkage of convex shell. Four parameters or factors, including mold temperature, injection temperature, holding pressure, and cooling time are considered in this study. An ANOVA table has been obtained for checking the significance of parameters. Results of simulation and experiments have been compared and the holding or packing pressure is found as the most significant parameter for the minimum shrinkage of a convex shell. Cooling time and injection temperature have been found as the second and third most significant parameters in this study. The optimal parameters have been established and then verified by the optimal injection molding experiment and the minimum shrinkage of convex shell was obtained as 72 μm.",2008-02-25,C.-C. A. Chen,S.-W. Chang,National Taiwan University of Science and Technology,TW,yes,"Yes, the paper is relevant. It focuses on optimizing injection molding parameters to minimize shrinkage in convex shells, which directly pertains to manufacturing of soft contact lenses, as indicated in the research objective. The study's findings on shrinkage control are critical for maintaining dimensional stability in ophthalmic devices.",2008
mold,Effect of softperm lens wear on corneal thickness and topography: a comparison between keratoconic and normal corneae.,"Complications related to contact lens-induced anoxia in the keratoconic eye are well documented, but the underlying mechanisms are poorly understood. This study compared topographical changes in corneal thickness and anterior corneal radius following SoftPerm (Ciba Vision, Atlanta, GA) (rigid-and-soft combination) lens wear in a group of keratoconic and normal individuals.Video keratoscopic (VKS) (EyeSys, Houston, TX) and ultrasonographic pachometry measurements were taken at nine ocular locations, at central, mid-peripheral, and peripheral corneal areas of keratoconic and normal subjects. Subjects were subsequently fitted with SoftPerm lenses and further measurements of corneal topography and thickness were noted after 1 day, 2 weeks, and 1 month of daily wear.Corneal thickness increased significantly in normal and keratoconic eyes following SoftPerm lens wear. Radius values obtained from the VKS measurements indicated that a significant and progressive degree of corneal flattening occurred for the keratoconic subjects at the 1-day, 2-week, and 1-month intervals, in contrast to the normal group, whose corneal radii remained unchanged.Corneal swelling occurs in both normal and keratoconic corneas following SoftPerm lens wear. Differences in the apparent central edema response within the keratoconic group may relate to the ease with which these corneas may be molded by a rigid contact lens.",2002-04-01,Helen Owens,Grant Watters,University of Auckland,NZ,yes,"Yes, the paper is relevant. It investigates the effects of SoftPerm lens wear on corneal thickness and topography in keratoconic and normal corneae, which directly relates to the company's interest in soft contact lenses. The findings on lens-induced corneal changes can inform manufacturing processes or design considerations.",2002
mold,From Micro- to Nanofabrication with Soft Materials,"Soft materials are finding applications in areas ranging from microfluidic device technology to nanofabrication. We review recent work in these areas, discuss the motivation for device fabrication with soft materials, and describe applications of soft materials. In particular, we discuss active microfluidic devices for cell sorting and biochemical assays, replication-molded optics with subdiffraction limit features, and nanometer-scale resonators and wires formed from single-molecule DNA templates as examples of how the special properties of soft materials address outstanding problems in device fabrication.",2000-11-24,Stephen R. Quake,Axel Scherer,California Institute of Technology,US,yes,"Yes, the paper is relevant. It discusses the applications of soft materials in microfluidic devices and nanofabrication, which can inform the manufacturing processes relevant to soft contact lenses, particularly in terms of mold and injection techniques.",2000
